feat_3,feat_4,time_step,feat_100,feat_10,feat_15,feat_20,Hybrid_Confidence,True_Label
-0.1219695997591005,-0.024024522595861,35,0.7382030881757516,-0.165945281020015,-0.0574012098193686,-0.2434516511662217,0.09841211,0
-0.1219695997591005,-0.0438745479173489,35,0.7382682246610538,-0.1596614557006785,-0.0516386086842552,0.8845565252702963,0.00089093024,0
-0.1219695997591005,-0.0438745479173489,35,0.7382682246610538,-0.1600712341569866,-0.04475410473942,0.8845565252702963,0.00028808933,0
-0.1219695997591005,-0.0438745479173489,35,0.7362489936166867,-0.1654631515570263,-0.0547939943582297,-1.37145982760274,0.954379,1
-0.1219695997591005,-0.0637245732388369,35,0.7383007929037049,-0.1657651726846504,-0.0548286072942362,-0.2434516511662217,0.99964845,1
5.655918544971338,-0.0438745479173489,35,0.738333361146356,-0.157772746641633,-0.0564894063732167,0.8845565252702963,0.00018019887,0
0.0281054169871445,-0.0438745479173489,35,0.737942542234543,-0.1656433409662869,-0.0564888118779643,0.8845565252702963,0.28088456,0
-0.0469320913859779,-0.0438745479173489,35,0.7381053834477984,-0.1659281045922267,-0.0572898614056764,-1.37145982760274,2.7703418e-05,0
1.753968109568964,-0.0438745479173489,35,0.7382030881757516,-0.1659359552492069,-0.0573898788492743,-1.37145982760274,6.0193215e-05,0
-0.1219695997591005,-0.0438745479173489,35,0.7373237456241725,-0.1627269584910196,-0.0520814985292647,0.8845565252702963,0.13361853,0
-0.0469320913859779,-0.0438745479173489,35,0.7382356564184027,-0.1657037394180095,-0.0564840276500666,0.8845565252702963,0.1440268,0
0.3282554504796349,-0.0438745479173489,35,0.7382356564184027,-0.1658595407289272,-0.0564893179283709,-1.37145982760274,0.0066260644,0
-0.0469320913859779,0.2538758319049705,35,0.7374540185947768,-0.1618165345874327,-0.0573100295659337,-0.1231123135872932,1.5519827e-05,0
1.6038930928227186,-0.0637245732388369,35,0.7384310658743093,-0.1621318012917547,1.237979042912054,-0.2434516511662217,0.0004152928,0
-0.0469320913859779,-0.0438745479173489,35,0.7382030881757516,-0.1137354433555574,-0.0118110831018997,0.8845565252702963,7.636911e-06,0
0.1031429253602671,-0.0438745479173489,35,0.7383007929037049,-0.1402875917397911,-0.0118566732286171,0.8845565252702963,2.2165732e-05,0
2.654418210046434,-0.0438745479173489,35,0.7381705199331006,-0.1576195330299669,-0.0564893480178545,-1.37145982760274,0.00012359512,0
-0.1219695997591005,0.2141757812619945,35,0.7374214503521257,-0.1600205850615176,-0.0573100295659337,-0.4376935771633756,6.4377964e-05,0
13.759969449268576,-0.0637245732388369,35,0.7382030881757516,-0.1659024872131045,0.062744832747397,-0.2434516511662217,0.60920554,1
0.1781804337333897,0.3332759331909223,35,0.7375191550800789,-0.1648015639141616,-0.0573753766299654,-0.407525567738806,2.9471612e-05,0
3.5548683105239056,-0.0438745479173489,35,0.738365929389007,-0.1570225323808233,-0.0564893480178545,0.8845565252702963,0.00010250443,0
-0.1219695997591005,-0.0438745479173489,35,0.7382356564184027,-0.1659087545760782,-0.0573572974093144,-1.37145982760274,9.6854885e-05,0
-0.1219695997591005,-0.0438745479173489,35,0.7373563138668235,-0.153059976152311,-0.0138435821312179,-1.37145982760274,0.023520697,0
0.1781804337333897,-0.0438745479173489,35,0.7382682246610538,-0.1594877622293637,-0.0564558100970361,0.8845565252702963,0.0051614936,0
6.781481170568177,-0.0438745479173489,35,0.738365929389007,-0.1659451521625455,-0.0573937239205616,0.8845565252702963,0.0002739227,0
4.455318411001377,-0.0438745479173489,35,0.7382682246610538,-0.1588027887528669,-0.0564894045496116,0.8845565252702963,0.0004804859,0
2.429305684927067,-0.0438745479173489,35,0.7381705199331006,-0.165939856928643,-0.0573260298768065,0.8845565252702963,2.8047214e-05,0
-0.1219695997591005,0.4325260597983622,35,0.738365929389007,3.804997331285037,-0.0570000167042549,0.8845565252702963,1.2392301e-05,0
-0.1219695997591005,0.4523760851198501,35,0.7383984976316581,3.5624590577276067,-0.0573471399290817,0.8845565252702963,1.0953374e-05,0
2.2041931598077,-0.0438745479173489,35,0.738333361146356,-0.1548884842682147,-0.0564892449841681,0.8845565252702963,0.00011867611,0
